IDSTUD,IDSCHOOL,TOTWGTS,IS18C_plan_capacity,ASDAGE,SEX_female,IS34_lang,prnt_ed_M,IS17G_miss_meals,IS01_prop_sch_time,IS09_comm_modes,IS21_teach_sup,IS18E_adult_help,IS14A,IS14C,IS14K,IS17A,IS17C,IS17E,IS25A,IS25B,IS25C,IS25D,IS25E,IS25F,IS25G,IS25H,IS25J
10610113,1061,18.9,3,12.92,0,2,5,1,1,3,3.25,1,1,4,2,4,2,1,3,2,3,1,2,1,1,4,3
10610114,1061,18.9,2,13.92,1,2,5,1,1,1,3,2,2,4,1,4,1,1,2,2,3,4,3,3,1,2,1
10610115,1061,18.9,3,13.58,0,2,4.5,1,1,1,3,2,2,2,3,3,1,1,4,3,3,2,3,2,2,3,2
10610116,1061,18.9,2,14.5,0,2,4.5,1,1,3,2.5,1,2,3,4,3,1,2,2,2,3,3,3,3,2,3,2
10610117,1061,18.9,2,13,1,2,5,1,1,2,3,3,2,2,2,3,1,1,4,4,3,4,1,1,1,1,1
10610118,1061,18.9,2,13.33,0,2,4,1,1,3,3.5,2,2,2,2,3,2,1,3,3,3,3,2,2,2,3,2
10610119,1061,18.9,3,12.92,0,2,5,4,1,2,3.3333333,3,2,3,,4,1,,3,3,3,2,2,2,2,2,1
10610120,1061,18.9,3,13.58,0,2,5,1,1,2,3.25,3,1,3,1,2,1,1,4,1,4,1,1,1,1,1,1
10620101,1062,19.21428571428572,2,13.5,1,2,4.5,1,1,2,4,2,3,2,3,4,1,1,3,,2,2,3,2,2,3,3
10620102,1062,19.21428571428572,2,13.5,1,2,5,1,1,2,2.5,2,3,3,3,3,2,2,3,4,4,4,3,3,4,2,2
10620103,1062,19.21428571428572,1,13.92,1,2,5,1,1,1,2.5,2,3,2,4,3,2,2,2,1,1,4,4,3,3,2,2
10620106,1062,19.21428571428572,2,13.5,1,2,4.5,1,1,1,2.75,2,2,3,2,4,1,1,3,3,3,3,2,2,2,2,2
10620108,1062,19.21428571428572,2,13.17,1,2,3.5,1,1,2,2.5,2,2,3,2,4,2,2,3,2,3,2,2,2,3,3,2
10620111,1062,19.21428571428572,3,13.33,0,2,5,4,1,3,3,2,1,4,1,4,1,1,4,1,4,2,2,1,1,2,1
10620112,1062,19.21428571428572,3,13.67,0,2,4.5,1,1,1,2.75,2,3,3,,3,1,1,3,3,2,2,2,3,2,3,1
10620113,1062,19.21428571428572,3,13.42,0,2,4,1,1,2,2.75,2,3,3,1,2,2,2,3,2,2,1,1,3,4,4,3
10620114,1062,19.21428571428572,,12.92,0,2,,,1,1,,,,,,,,,,,,,,,,,
10620115,1062,19.21428571428572,2,13.83,0,2,4.5,1,1,2,2.5,2,2,2,2,4,2,1,3,2,3,3,2,3,2,3,3
10620117,1062,19.21428571428572,3,13.67,0,2,5,1,1,1,3,2,2,3,4,4,2,1,4,1,2,4,4,4,4,3,4
10620118,1062,19.21428571428572,,13.5,0,2,,,1,,,,,,,,,,,,,,,,,,
10620119,1062,19.21428571428572,2,13.42,0,2,4,1,1,1,2.5,3,2,3,3,3,2,1,2,2,3,2,2,2,2,2,2
10620120,1062,19.21428571428572,2,13.5,0,4,5,2,1,3,2.75,3,2,3,2,2,2,1,2,2,2,3,3,3,3,2,3
10630101,1063,39.70820000000001,2,13.75,0,2,5,1,1,1,2.5,1,3,1,4,2,1,3,4,2,2,4,4,4,4,3,4
10630102,1063,39.70820000000001,3,13.67,1,2,3.5,2,1,2,3.25,2,2,3,3,1,3,1,4,3,4,3,4,3,4,3,3
10630103,1063,39.70820000000001,3,13.25,1,2,5,4,1,2,3.25,3,2,2,2,4,3,1,4,3,3,2,2,2,2,3,3
10630104,1063,39.70820000000001,2,13.33,0,2,5,1,1,1,2.75,2,2,4,2,3,1,1,3,3,3,3,3,3,3,3,3
10630105,1063,39.70820000000001,3,13.75,1,2,5,1,1,3,3,3,2,2,2,4,2,1,3,3,3,2,2,2,2,2,2
10630106,1063,39.70820000000001,,13.92,0,2,4,,1,1,2.25,,4,2,,1,3,2,4,,,1,,2,3,,
10630107,1063,39.70820000000001,2,14.5,0,2,3,1,1,2,2.75,2,2,3,2,3,1,1,2,2,3,2,3,2,2,3,2
10630108,1063,39.70820000000001,3,13.33,0,2,5,1,1,,2.75,3,2,3,3,1,4,2,2,2,3,2,2,2,1,4,3
10640101,1064,19.38256652631579,2,13,0,2,5,1,1,2,3.25,3,2,3,2,3,2,1,3,2,3,2,2,2,2,3,2
10640102,1064,19.38256652631579,2,14.25,1,2,5,3,1,2,3.5,3,2,3,4,4,1,2,4,4,4,3,3,3,4,3,4
10640103,1064,19.38256652631579,2,13,1,2,5,1,1,2,1.75,2,3,3,1,4,1,1,4,1,1,3,3,3,2,3,2
10640104,1064,19.38256652631579,2,12.92,0,2,5,1,1,3,3.25,3,1,3,1,4,2,1,4,2,3,2,4,4,2,4,1
10640105,1064,19.38256652631579,3,13.08,0,2,5,2,1,2,3.25,3,3,3,3,2,1,2,4,4,3,3,3,3,3,3,3
10640106,1064,19.38256652631579,3,13.58,1,2,,1,1,2,3.25,3,1,4,4,4,1,1,4,4,4,4,4,4,4,4,4
10640107,1064,19.38256652631579,2,13.5,1,4,5,1,1,1,3,2,2,4,1,4,1,1,3,2,3,1,1,1,1,2,1
10640108,1064,19.38256652631579,3,13.33,0,2,4.5,2,1,2,2.75,1,3,4,3,3,1,2,4,4,4,4,4,4,1,4,4
10640109,1064,19.38256652631579,1,12.83,0,2,5,1,1,1,2.5,2,3,3,4,3,1,2,4,4,4,2,2,3,1,3,3
10640110,1064,19.38256652631579,2,13.83,1,2,5,1,1,3,3,2,2,3,2,4,1,1,2,2,2,2,2,2,1,3,3
10640111,1064,19.38256652631579,3,12.92,1,2,5,1,1,1,2.5,3,2,1,1,4,1,1,2,1,3,4,2,2,1,4,1
10640112,1064,19.38256652631579,3,13.25,0,4,5,1,1,2,3.25,2,2,2,2,4,1,1,3,1,3,1,2,2,2,3,2
10640113,1064,19.38256652631579,3,13.5,1,2,5,1,1,4,3.25,2,1,3,1,4,2,1,3,3,3,1,1,1,1,2,1
10640114,1064,19.38256652631579,3,13.67,1,2,5,1,1,4,3,3,2,3,3,3,2,2,3,3,4,2,2,4,2,3,2
10640115,1064,19.38256652631579,3,13.25,0,2,5,2,1,1,2.75,1,2,3,2,4,2,1,2,2,3,2,2,2,2,2,1
10640116,1064,19.38256652631579,3,13.25,0,2,5,2,1,3,2.75,2,3,3,3,1,2,2,3,2,2,2,2,1,1,4,2
10640117,1064,19.38256652631579,2,13.5,1,2,5,1,1,1,3,3,2,2,2,4,4,1,1,1,2,3,3,2,1,3,3
10640119,1064,19.38256652631579,3,13.42,0,2,5,1,1,4,2.75,2,1,3,1,3,2,1,3,3,3,2,2,2,2,2,1
10640120,1064,19.38256652631579,3,12.75,0,2,5,1,1,2,3,2,1,4,3,4,3,1,3,2,3,1,3,1,1,4,1
10650101,1065,19.937973,2,17.58,0,2,5,2,1,4,2,2,2,2,3,2,2,2,2,3,3,3,3,2,2,2,2
10650102,1065,19.937973,,12.58,0,2,5,,5,1,,,3,,,2,,,,3,,,,,,,
10650103,1065,19.937973,1,13.33,1,2,5,1,1,2,2.75,3,3,2,3,3,3,1,3,3,3,3,3,3,3,3,3
10650104,1065,19.937973,2,12.92,0,2,5,1,1,2,3.5,2,2,3,3,3,1,3,,,,,,,,,
10650105,1065,19.937973,1,13.5,0,2,4.5,1,1,2,3.5,3,2,3,3,4,1,2,2,1,2,4,4,4,4,4,1
10650107,1065,19.937973,3,13.33,1,2,5,2,1,1,3.25,2,3,3,3,4,1,1,3,2,2,2,2,2,3,3,3
10650108,1065,19.937973,1,13,0,2,5,1,1,1,2.5,3,2,2,3,3,1,2,1,2,2,3,3,3,3,3,2
10650110,1065,19.937973,2,13.83,1,2,5,1,1,1,4,2,3,3,3,4,1,2,3,3,,,,3,3,3,
10650111,1065,19.937973,1,13.08,1,2,5,4,1,1,4,2,3,2,4,2,2,1,2,2,2,4,4,4,2,4,4
10650112,1065,19.937973,1,13.5,0,2,,1,1,1,,3,4,1,,1,2,3,,,,,,,,,
10650113,1065,19.937973,1,12.42,0,2,,1,1,1,,3,1,4,,3,2,2,,,,,,,,,
10650114,1065,19.937973,1,13.17,0,2,5,3,1,1,2.75,1,3,2,4,3,2,2,1,2,1,2,4,4,2,4,2
10650116,1065,19.937973,3,13.25,1,2,5,2,1,1,3,2,2,4,3,2,3,3,4,2,3,2,4,4,4,1,4
10650117,1065,19.937973,1,12.42,1,2,5,4,1,3,2.75,2,2,3,2,4,2,3,3,2,3,3,3,3,3,3,3
10650118,1065,19.937973,2,13.17,1,2,5,1,1,0,3,2,2,4,2,4,3,1,2,2,2,4,3,3,3,4,3
10660101,1066,18.26279457941176,2,13.83,1,4,4,1,1,3,2.75,2,2,3,2,3,1,1,3,3,3,2,2,2,2,3,2
10660103,1066,18.26279457941176,3,15.08,1,4,2,1,2,2,3.25,3,3,3,3,1,3,2,3,4,3,3,3,3,2,3,3
10660104,1066,18.26279457941176,2,13.33,1,4,3,1,5,3,3,2,3,3,3,3,2,2,4,3,3,2,2,3,2,3,2
10660105,1066,18.26279457941176,3,13.67,1,4,3.5,1,1,1,3.25,1,3,3,3,4,2,2,2,2,2,3,4,4,3,3,4
10660106,1066,18.26279457941176,2,12.92,1,4,5,1,1,2,2.5,1,3,3,2,4,2,2,3,3,3,3,3,2,2,3,2
10660107,1066,18.26279457941176,3,13.33,1,4,3,1,1,1,2.75,2,2,3,2,1,2,1,3,3,3,3,3,2,2,3,2
10660108,1066,18.26279457941176,2,15.33,1,4,2.5,2,1,3,3,2,2,3,2,2,1,2,2,2,3,3,3,3,3,3,2
10660109,1066,18.26279457941176,1,13.92,0,4,2.5,1,1,2,2.75,2,3,3,2,3,1,2,2,2,2,2,2,2,2,2,3
10660110,1066,18.26279457941176,1,13.33,0,4,5,1,1,4,3,3,4,3,2,4,4,1,4,4,4,4,4,2,4,4,4
10660111,1066,18.26279457941176,2,15.25,0,2,2.5,2,1,2,2.75,2,3,3,3,2,3,2,3,3,3,1,2,2,2,4,2
10660112,1066,18.26279457941176,3,13.83,0,4,2.5,1,1,2,3.25,2,1,4,2,3,2,1,4,4,2,2,2,2,2,4,2
10660115,1066,18.26279457941176,2,12.33,0,4,3,1,1,3,2.5,2,2,2,3,1,2,1,3,3,2,4,3,3,3,2,3
10660116,1066,18.26279457941176,3,13.58,0,4,5,1,1,3,3,2,2,3,2,4,1,1,3,2,4,2,3,3,3,2,3
10660117,1066,18.26279457941176,3,15.17,0,4,3,1,1,3,3.25,3,2,2,2,2,2,1,3,2,3,3,2,2,2,3,2
10660118,1066,18.26279457941176,3,14.08,0,4,4,2,1,2,2.75,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3
10660119,1066,18.26279457941176,3,14.75,0,4,5,2,1,4,3.25,3,1,3,1,3,2,1,4,4,4,1,1,1,3,4,1
10660120,1066,18.26279457941176,2,13.92,0,4,1.5,1,1,1,3.5,3,3,4,3,2,3,1,3,2,3,3,2,2,2,3,2
10670101,1067,19.46201445,1,13.58,1,2,5,1,1,3,2.25,3,4,1,4,3,1,1,1,1,2,4,4,4,4,2,2
10670102,1067,19.46201445,1,13.33,1,2,4.5,3,1,1,2.25,2,3,2,4,4,1,1,4,2,2,3,3,3,1,3,3
10670103,1067,19.46201445,2,13,1,2,5,4,1,2,2.75,3,3,3,4,3,1,2,3,2,3,1,4,4,1,4,2
10670104,1067,19.46201445,3,13,1,2,5,1,1,3,3,3,3,2,2,3,2,2,2,2,3,3,4,4,2,4,3
10670105,1067,19.46201445,2,13.25,1,4,5,4,1,2,3,3,3,1,4,1,1,2,2,1,1,4,3,2,4,4,4
10670106,1067,19.46201445,3,13.92,1,2,4.5,3,1,3,2.75,2,2,2,2,4,3,1,2,2,3,4,4,4,1,3,1
10670107,1067,19.46201445,1,13.17,1,2,5,1,1,3,2.75,3,2,2,3,2,2,2,2,2,3,3,3,3,2,2,3
10670108,1067,19.46201445,2,13.83,1,2,5,1,5,2,3,2,1,2,4,3,4,2,4,2,3,4,3,4,2,4,4
10670109,1067,19.46201445,2,13.42,1,2,5,1,1,4,3,2,2,4,2,4,1,1,3,3,3,3,2,3,2,2,1
10670110,1067,19.46201445,2,13.08,0,2,4,4,1,2,3,2,2,3,2,3,1,1,4,4,4,4,3,2,1,3,2
10670111,1067,19.46201445,3,12.92,0,2,5,1,1,4,3,3,2,4,4,3,1,1,4,2,4,2,2,2,2,4,2
10670112,1067,19.46201445,2,13.42,0,2,4.5,3,1,3,3.25,2,2,3,4,3,3,2,4,4,4,3,3,3,2,3,2
10670113,1067,19.46201445,2,14.83,0,2,4,1,1,3,2.75,2,3,3,3,4,1,1,3,3,3,2,3,2,1,3,2
10670114,1067,19.46201445,3,13.67,0,2,5,1,1,3,3,2,1,3,3,4,1,1,2,1,3,2,2,2,1,4,2
10670115,1067,19.46201445,2,13.58,0,2,5,2,1,1,3.25,1,3,3,3,2,1,2,3,2,3,3,2,2,2,2,3
10670116,1067,19.46201445,2,13,0,2,5,1,1,2,3,2,2,3,2,4,1,2,3,1,3,2,2,2,2,2,2
10670117,1067,19.46201445,3,13.17,0,2,5,1,1,2,3,2,1,1,1,3,2,1,2,2,3,3,3,1,1,3,1
10670118,1067,19.46201445,3,12.92,0,2,5,1,1,2,2,2,1,4,1,4,1,1,4,4,4,1,1,1,1,1,3
10670119,1067,19.46201445,3,13.17,0,2,5,1,1,1,2.5,2,2,4,3,4,2,1,4,4,3,1,3,1,1,1,4
10670120,1067,19.46201445,3,13.25,0,2,5,1,1,2,3.75,1,2,2,3,4,1,2,2,1,3,4,2,2,1,3,2
10680101,1068,19.2476691,3,13.17,0,2,4.5,1,1,4,3.25,2,2,3,3,2,2,2,2,2,2,2,3,2,1,4,2
10680102,1068,19.2476691,2,13.92,0,2,5,1,1,3,3.25,3,2,1,1,3,2,1,4,4,4,1,1,1,1,3,1
10680103,1068,19.2476691,2,13.58,0,4,5,1,1,4,2.75,1,3,3,4,2,1,2,3,4,3,3,3,3,1,4,1
10680104,1068,19.2476691,3,14,0,4,3,1,5,3,3.25,3,2,3,2,3,3,1,4,4,4,4,4,1,1,4,1
10680105,1068,19.2476691,2,13.67,0,2,5,1,1,2,3,3,2,2,4,1,1,2,1,1,2,2,3,2,3,4,2
10680106,1068,19.2476691,3,14.08,0,2,5,1,1,1,2.75,1,2,3,2,2,1,1,3,3,3,1,1,1,1,1,1
10680107,1068,19.2476691,,13.75,0,2,5,,1,2,2,,2,2,4,,,,3,3,2,4,4,4,1,4,4
10680108,1068,19.2476691,3,13.33,0,2,5,1,1,1,2.75,2,1,3,2,3,1,1,1,1,4,3,3,3,1,1,1
10680109,1068,19.2476691,3,14.25,0,2,5,1,1,3,3,2,2,4,1,4,2,1,4,2,4,1,1,1,1,3,1
10680110,1068,19.2476691,3,13.42,0,2,3.5,1,1,4,3,2,2,3,3,3,3,2,3,2,3,3,2,2,2,4,3
10680111,1068,19.2476691,1,14.08,0,2,5,3,1,2,2.75,1,2,1,4,3,1,2,4,2,3,4,4,4,1,4,1
10680112,1068,19.2476691,3,14.33,0,2,5,1,1,2,2.75,2,3,2,1,4,1,2,3,2,4,3,2,3,1,3,1
10680113,1068,19.2476691,2,13.42,1,2,4.5,1,1,3,3.25,2,1,4,1,3,1,1,4,4,4,1,1,3,1,3,2
10680114,1068,19.2476691,2,13.83,1,2,5,1,1,3,3.25,2,3,2,2,4,1,3,3,2,3,3,2,2,2,3,2
10680115,1068,19.2476691,1,13.33,1,2,5,1,1,1,3,2,2,2,3,3,2,1,4,2,4,3,4,3,3,3,2
10680116,1068,19.2476691,1,12.17,1,2,5,1,1,2,2.5,2,2,3,3,3,2,2,2,3,3,3,2,2,1,3,2
10680117,1068,19.2476691,1,13.17,1,2,4.5,4,1,1,3,2,4,3,4,3,1,2,2,1,2,2,1,1,1,2,2
10680118,1068,19.2476691,3,13.17,1,2,4.5,1,1,4,3,1,2,3,3,3,1,1,2,1,3,3,2,2,2,3,1
10680119,1068,19.2476691,2,13.25,1,2,5,1,1,3,3.25,2,2,3,2,4,1,1,3,2,3,2,1,2,1,2,1
10680120,1068,19.2476691,2,14,1,2,5,2,1,3,2.5,2,2,3,4,2,4,1,2,2,3,4,4,4,2,2,4
10690101,1069,13.51995715789474,1,13.67,1,2,4.5,1,1,2,3.5,2,2,3,2,4,2,3,2,2,2,2,2,2,2,2,2
10690102,1069,13.51995715789474,2,13.92,1,2,4,1,1,2,3,2,2,3,3,4,2,2,3,2,3,3,3,2,3,3,2
10690103,1069,13.51995715789474,2,13.58,1,2,3,1,1,3,3.25,3,1,4,1,3,1,1,3,2,3,1,1,1,1,2,1
10690104,1069,13.51995715789474,,13.25,1,2,4,,2,,3,,,3,,,,,,,,,,,,,
10690105,1069,13.51995715789474,1,13,1,2,,2,1,2,3.75,3,3,4,3,2,2,2,4,3,4,4,3,4,1,4,1
10690107,1069,13.51995715789474,2,14.33,0,2,,3,1,3,,2,3,3,,3,3,3,,,,,,,,,
10690108,1069,13.51995715789474,1,15.5,0,2,1.5,1,1,0,3.5,2,4,4,1,4,3,1,2,1,1,1,1,1,4,1,1
10690109,1069,13.51995715789474,2,13.75,0,2,4.5,2,1,2,2.75,2,3,4,2,3,2,2,3,1,3,3,2,2,3,3,2
10690110,1069,13.51995715789474,3,14,0,4,4,2,1,4,2.75,3,3,2,3,2,2,2,2,,2,3,3,3,3,3,3
10690111,1069,13.51995715789474,1,14.58,0,2,1.5,2,5,4,2.75,3,1,1,4,2,1,3,4,3,2,1,2,3,4,3,1
10690112,1069,13.51995715789474,3,13.75,0,2,4,1,1,3,2.75,3,2,3,2,3,1,2,2,2,3,2,2,2,3,3,2
10690113,1069,13.51995715789474,2,13.58,0,2,4.5,1,1,4,3.5,2,2,3,2,4,1,2,3,3,3,3,2,2,2,2,2
10690114,1069,13.51995715789474,2,13.83,0,4,3,2,1,3,2.25,1,4,2,4,4,2,1,3,4,4,2,1,2,4,4,2
10690115,1069,13.51995715789474,3,15.25,0,2,3,1,1,4,3.25,2,2,4,3,3,2,1,4,4,4,2,3,3,2,3,4
10690116,1069,13.51995715789474,2,13.17,0,2,4.5,1,1,3,2.75,1,2,4,3,4,1,2,3,2,3,3,2,1,1,4,3
10690117,1069,13.51995715789474,1,14.92,1,2,4,2,1,1,2,3,1,3,1,2,1,1,2,2,2,2,2,1,2,4,4
10690118,1069,13.51995715789474,,14.75,1,2,,,1,1,2,,4,3,3,,,,,,,,,,,,
10690119,1069,13.51995715789474,3,13.92,1,2,2,1,1,2,3.25,2,2,2,2,1,2,2,3,2,2,2,3,3,3,4,2
10690120,1069,13.51995715789474,1,13.58,1,4,5,1,1,1,2,3,3,1,4,4,1,2,2,1,2,3,2,1,2,2,1
10700101,1070,27.11999999999999,3,13.5,0,2,5,3,5,3,3,2,2,3,3,4,1,3,3,2,2,2,2,2,1,3,3
10700102,1070,27.11999999999999,1,13.08,1,2,5,1,1,1,3,2,3,4,4,3,4,1,1,1,1,4,3,3,1,4,1
10700103,1070,27.11999999999999,2,13.25,1,2,5,2,1,2,2.75,2,3,3,3,3,2,2,3,2,2,3,2,3,2,4,3
10700104,1070,27.11999999999999,2,13.08,1,2,4,1,1,0,3,2,2,2,2,2,4,1,3,3,3,2,2,2,1,4,1
10700106,1070,27.11999999999999,2,13.17,0,2,5,1,1,1,2.5,2,3,3,3,2,4,1,2,3,2,2,2,3,1,3,2
10700107,1070,27.11999999999999,2,13.58,1,2,4,4,1,1,3,3,2,3,2,4,4,1,2,2,3,3,3,2,2,3,3
10700108,1070,27.11999999999999,2,14.17,1,2,5,3,1,1,3,2,3,3,4,2,3,2,4,2,1,4,4,4,2,4,2
10710101,1071,14.13902605263158,3,13.5,0,4,4.5,1,1,2,3.25,3,1,3,1,3,1,1,4,4,2,1,1,1,1,3,2
10710102,1071,14.13902605263158,3,14.08,0,2,5,1,1,2,3.25,3,3,4,3,3,2,2,4,4,4,4,3,4,2,4,4
10710103,1071,14.13902605263158,1,13.58,0,2,5,1,1,1,2.75,3,2,2,3,4,2,1,3,2,1,3,4,4,2,4,1
10710105,1071,14.13902605263158,2,13.17,0,2,5,1,1,2,3.5,2,2,3,1,3,1,1,4,4,4,1,1,1,3,4,3
10710106,1071,14.13902605263158,3,13.42,0,2,5,1,1,3,3.25,2,1,3,1,4,2,1,4,4,4,4,1,1,1,1,1
10710107,1071,14.13902605263158,3,13.92,0,2,4.5,2,1,4,2.75,3,3,3,2,2,2,2,3,2,3,3,2,2,2,4,4
10710108,1071,14.13902605263158,3,13.75,0,2,5,1,1,4,3.25,3,2,3,2,3,2,1,3,3,3,2,2,2,2,2,2
10710109,1071,14.13902605263158,1,14.17,0,4,4.5,2,1,2,2.75,3,3,2,4,1,2,2,4,4,4,1,4,4,1,4,4
10710110,1071,14.13902605263158,,13.92,0,2,4.5,,1,2,2.75,3,2,2,2,3,1,2,4,4,4,2,3,3,2,4,1
10710111,1071,14.13902605263158,2,13.75,0,2,5,2,1,1,3.5,2,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3
10710112,1071,14.13902605263158,2,13,1,4,5,4,1,3,2.75,3,2,2,1,1,4,2,1,1,4,1,4,4,3,4,4
10710113,1071,14.13902605263158,2,12.83,1,2,4.5,1,1,4,3.75,2,2,2,2,3,4,1,3,3,3,3,2,2,2,2,2
10710114,1071,14.13902605263158,3,14,1,4,5,1,1,2,3,3,1,2,2,3,2,1,3,2,3,2,2,3,2,3,1
10710115,1071,14.13902605263158,3,13.33,1,2,4.5,1,1,2,3.25,3,1,2,2,3,4,1,4,4,3,2,2,3,2,4,2
10710116,1071,14.13902605263158,3,13.75,1,2,5,1,1,3,3.25,2,2,4,2,2,4,2,4,2,2,2,3,2,2,3,2
10710117,1071,14.13902605263158,2,13.67,1,2,5,1,1,2,2.75,2,3,3,3,4,1,2,2,2,3,3,3,3,2,3,2
10710118,1071,14.13902605263158,2,13.08,1,2,4.5,4,1,4,3,2,2,2,2,4,1,1,3,2,2,2,2,2,2,3,2
10710119,1071,14.13902605263158,1,13.33,1,2,5,1,1,3,2.5,2,2,3,2,1,1,2,3,3,3,4,4,4,3,3,1
10710120,1071,14.13902605263158,2,13.92,1,2,5,1,1,2,2.5,2,1,3,3,3,2,2,2,2,3,3,3,3,3,3,2
10720101,1072,34.60625,1,13.25,0,2,4,4,3,3,3,1,3,3,4,1,1,2,3,2,3,3,3,3,2,2,2
10720103,1072,34.60625,2,13,0,2,3.5,1,1,3,3,1,3,3,4,4,2,4,4,4,3,4,4,4,3,4,4
10720104,1072,34.60625,1,13.83,0,2,4,1,1,0,2.75,2,4,1,4,1,4,3,1,1,2,1,1,2,1,4,2
10720106,1072,34.60625,3,12.08,0,4,5,1,1,3,3.25,2,1,3,1,4,2,1,3,2,3,3,2,2,2,3,2
10720108,1072,34.60625,3,13.42,1,2,3,4,1,3,3,3,3,4,2,4,1,1,3,3,3,,1,4,2,3,2
10720109,1072,34.60625,,14,1,2,,,1,4,,,,,,,,,,,,,,,,,
10720110,1072,34.60625,,12.83,1,2,,,1,,,,,,,,,,,,,,,,,,
10720111,1072,34.60625,2,13.83,1,4,5,1,1,2,2.75,2,2,1,2,1,2,1,1,1,1,1,3,2,3,3,1
10730101,1073,23.0947244,2,13,1,1,4.5,1,1,1,3.5,2,2,3,4,4,1,1,3,3,2,3,3,2,3,3,1
10730102,1073,23.0947244,3,13.42,1,1,3.5,1,1,2,2.75,2,4,2,4,4,2,1,4,4,4,2,4,3,2,3,3
10730103,1073,23.0947244,1,13,1,1,3,1,1,1,1.75,2,2,1,4,2,1,1,1,1,1,4,4,4,2,3,4
10730104,1073,23.0947244,2,12.67,1,1,,2,1,1,3,2,2,4,,3,3,1,,,,,,,,,
10730105,1073,23.0947244,3,13.5,1,1,2,4,1,1,2.75,2,2,3,2,2,1,1,2,2,3,3,3,2,3,3,2
10730106,1073,23.0947244,2,13.75,1,1,3,2,1,1,3.5,2,2,3,3,4,3,1,3,2,3,2,4,4,3,3,4
10730107,1073,23.0947244,2,13.33,1,1,4,4,1,3,3,2,3,3,4,3,1,1,4,4,4,4,3,4,4,4,4
10730108,1073,23.0947244,3,12.92,1,1,3,2,5,3,3.25,2,3,3,4,4,2,1,3,3,3,3,3,4,4,4,3
10730109,1073,23.0947244,1,13.5,1,1,2,4,1,2,3.25,2,4,3,3,2,2,1,2,3,3,3,3,3,3,3,3
10730112,1073,23.0947244,,13.58,1,1,3.5,,1,0,,,4,4,,,,,,,,,,,,,
10730114,1073,23.0947244,2,13.67,1,1,4,3,1,3,2.75,2,2,3,2,4,1,1,3,3,3,3,3,3,3,4,2
10730115,1073,23.0947244,3,13.75,1,1,2.5,2,1,4,2.75,2,2,3,2,2,2,3,3,3,3,2,2,2,3,3,3
10730116,1073,23.0947244,3,12.08,1,1,4.5,3,1,3,3,3,3,2,3,3,3,2,2,2,2,4,4,4,4,4,4
10730117,1073,23.0947244,2,13.5,1,1,3.5,2,1,4,3.25,2,4,2,4,3,2,2,3,2,3,3,3,3,2,3,3
10730119,1073,23.0947244,2,12.92,1,1,4,2,1,1,3,2,3,3,4,2,2,3,2,2,2,3,3,4,4,4,2
10750101,1075,15.147062,3,13,1,1,3,1,1,3,3.25,3,2,3,2,1,1,1,2,2,2,3,2,3,3,2,3
10750102,1075,15.147062,3,13.25,1,1,5,1,1,3,3.25,3,2,3,2,4,1,1,3,2,3,2,2,2,3,2,2
10750103,1075,15.147062,3,14.25,1,1,3.5,2,1,3,3.25,3,3,2,2,2,2,2,3,3,3,3,3,2,3,3,3
10750104,1075,15.147062,3,13.42,1,1,2,1,1,2,3,3,3,1,2,2,1,2,2,2,2,4,3,3,3,4,3
10750105,1075,15.147062,3,12.17,1,1,3,4,1,3,3,1,3,3,3,1,1,4,3,2,3,2,2,2,3,2,2
10750106,1075,15.147062,3,12.75,1,1,2.5,1,1,3,3.5,3,2,3,2,4,1,1,3,2,3,2,2,2,3,2,2
10750107,1075,15.147062,3,13.83,1,1,2,1,1,3,3.25,3,2,3,2,4,1,1,3,2,3,2,2,2,3,2,2
10750108,1075,15.147062,3,13.33,1,1,3,1,1,3,3.25,3,2,3,2,4,1,1,3,2,3,2,2,2,3,2,2
10750109,1075,15.147062,3,13.83,1,1,2,1,1,3,3.25,3,2,3,2,4,1,1,3,2,3,2,2,2,3,2,2
10750110,1075,15.147062,1,12,1,1,2.5,2,1,4,2.5,2,1,3,3,4,2,2,3,2,2,3,3,3,3,3,2
10750111,1075,15.147062,3,13.08,1,1,2.5,4,1,4,2.75,3,4,3,4,4,2,1,4,1,1,2,3,3,2,3,4
10750112,1075,15.147062,3,13.25,1,1,3,2,1,3,3,3,2,3,2,2,1,1,3,2,3,2,2,2,3,2,2
10750113,1075,15.147062,3,13,1,1,2,1,1,3,3.25,3,2,3,2,4,1,2,3,2,3,2,2,2,3,2,2
10750114,1075,15.147062,3,12.92,1,1,4,1,1,2,3.25,1,2,3,2,4,2,1,3,4,3,4,2,3,3,3,4
10750115,1075,15.147062,3,13.83,1,1,2,4,1,4,3.25,3,2,3,2,3,2,1,3,2,3,2,2,2,3,2,2
10750116,1075,15.147062,3,13.42,1,1,1,3,1,4,3.25,3,2,2,2,1,2,4,3,2,3,2,2,2,2,2,2
10750117,1075,15.147062,2,12.17,1,1,1.5,4,1,1,2.5,3,2,2,3,1,1,1,3,3,2,2,3,2,2,2,3
10750118,1075,15.147062,,13.5,1,1,1,,5,1,4,3,,4,,4,,,,,,,,,,4,
10750119,1075,15.147062,2,14.42,1,3,1,2,1,3,3,2,2,3,2,1,1,2,4,2,3,2,2,2,3,2,2
