IDSTUD,IDSCHOOL,TOTWGTS,IS18C_plan_capacity,ASDAGE,SEX_female,IS34_lang,prnt_ed_M,IS17G_miss_meals,IS01_prop_sch_time,IS09_comm_modes,IS21_teach_sup,IS18E_adult_help,IS14A,IS14C,IS14K,IS17A,IS17C,IS17E,IS25A,IS25B,IS25C,IS25D,IS25E,IS25F,IS25G,IS25H,IS25J
11460105,1146,10.02485757272727,2,13.42,0,1,3,1,1,2,3.25,2,3,3,1,4,4,1,4,4,4,1,1,1,4,1,1
11460106,1146,10.02485757272727,2,12.92,0,1,3,1,1,3,3,2,3,3,2,4,4,1,3,1,4,2,2,3,2,3,3
11460107,1146,10.02485757272727,2,13.25,0,1,3,2,1,2,3.5,3,3,3,3,2,2,2,4,4,4,2,2,4,4,4,4
11460108,1146,10.02485757272727,3,13.5,0,1,2,4,1,3,2.75,2,3,3,2,4,1,3,3,3,2,2,3,2,2,3,4
11460109,1146,10.02485757272727,3,13.67,0,1,2,3,1,3,3.25,3,1,4,2,4,4,1,4,4,2,2,1,3,3,4,2
11460110,1146,10.02485757272727,3,12.08,0,1,2.5,1,1,4,2.5,2,4,1,4,2,2,2,1,1,2,4,4,4,4,4,4
11460111,1146,10.02485757272727,2,13,0,1,3.5,1,1,2,3.25,3,3,3,2,4,1,1,2,2,2,3,3,2,2,3,1
11460112,1146,10.02485757272727,2,13,0,1,5,3,1,3,2.75,3,2,3,3,2,3,1,3,3,3,2,2,2,2,3,3
11460113,1146,10.02485757272727,2,12.17,0,1,3,1,1,2,3.5,2,3,2,2,3,2,1,4,2,2,2,2,2,3,4,3
11460114,1146,10.02485757272727,3,13.33,0,1,5,1,1,2,3.25,2,3,3,2,4,4,1,4,4,4,1,3,3,2,3,1
11460115,1146,10.02485757272727,3,13.33,0,1,3,4,1,4,3.25,3,1,4,3,3,1,1,3,1,3,3,,3,3,4,1
11460116,1146,10.02485757272727,2,13.33,0,1,5,3,1,3,2.25,2,3,3,3,2,1,1,3,3,3,4,3,1,4,3,4
11460117,1146,10.02485757272727,2,13,0,1,4,4,5,0,2.75,2,1,3,4,4,2,2,4,4,4,4,4,4,4,4,4
11460118,1146,10.02485757272727,3,13.42,0,1,4,1,1,4,3.25,3,2,2,2,4,1,1,3,2,3,2,3,2,2,2,1
11460119,1146,10.02485757272727,3,12.17,0,1,2.5,1,1,2,2.75,3,2,2,2,4,1,2,2,2,2,3,3,3,3,3,3
11460120,1146,10.02485757272727,3,13.5,0,1,2,2,1,3,2.75,3,3,3,3,3,2,2,3,3,3,4,3,3,3,4,4
11470101,1147,15.13854689090909,2,13.42,1,1,3,1,1,0,4,3,3,2,2,4,2,1,3,2,,2,2,3,2,4,2
11470102,1147,15.13854689090909,3,12.92,1,1,2.5,1,1,3,3.25,3,1,3,2,4,2,1,4,4,4,2,2,2,1,4,1
11470103,1147,15.13854689090909,2,12.08,1,1,2,3,1,0,3.5,1,2,4,2,3,1,1,2,2,2,2,3,2,3,3,2
11470104,1147,15.13854689090909,2,13.75,1,1,5,2,1,1,1,3,3,3,2,3,4,2,3,3,3,2,2,2,2,3,2
11470105,1147,15.13854689090909,2,13.5,1,1,,2,5,1,2.75,2,2,3,2,2,3,1,2,2,1,1,1,1,1,3,2
11470106,1147,15.13854689090909,1,15.58,1,1,2.5,4,1,2,3.25,1,3,2,3,1,4,1,3,2,3,2,2,3,3,2,2
11470107,1147,15.13854689090909,3,12.92,1,1,4,2,1,1,3.25,3,2,3,2,4,2,2,3,2,2,3,3,3,4,4,4
11470108,1147,15.13854689090909,1,13.42,1,1,3,4,,4,2.75,3,3,1,4,2,3,2,2,1,3,3,4,4,4,4,3
11470109,1147,15.13854689090909,2,13.25,1,1,4,3,1,2,3,3,3,2,4,3,2,2,3,3,2,4,4,4,3,3,3
11470110,1147,15.13854689090909,3,13.75,1,1,3,4,1,4,3.25,1,2,3,4,2,2,2,3,1,2,4,4,4,4,4,3
11470111,1147,15.13854689090909,2,12.92,1,1,4,4,1,3,3.5,2,1,2,4,2,4,3,4,4,4,4,4,4,4,4,4
11470112,1147,15.13854689090909,2,12.92,1,1,3,1,1,2,3,2,2,4,1,1,2,2,3,1,1,3,3,3,3,3,3
11470113,1147,15.13854689090909,,13.5,1,1,3,,1,1,2.75,,3,3,2,,,,4,3,4,2,2,2,2,2,2
11470114,1147,15.13854689090909,1,13.25,1,1,4,1,1,0,2.5,2,3,2,3,2,2,2,2,2,2,3,3,3,3,3,3
11470115,1147,15.13854689090909,2,13.5,1,1,4,2,1,3,2.75,2,2,1,3,4,2,1,3,3,3,3,3,3,3,3,3
11470116,1147,15.13854689090909,2,12.75,1,1,2,1,1,4,2.75,2,3,3,3,3,2,2,3,3,3,3,3,2,3,3,3
11470117,1147,15.13854689090909,3,13.33,1,1,3,2,1,3,2.25,3,2,3,4,2,,1,4,3,3,4,3,4,3,,4
11470118,1147,15.13854689090909,1,12.17,1,1,3,3,1,1,2.5,3,3,2,4,1,2,2,2,2,3,4,2,2,2,4,4
11470119,1147,15.13854689090909,,13.33,1,1,2,3,1,1,3,2,2,2,2,4,1,1,4,4,4,2,2,2,3,4,2
11470120,1147,15.13854689090909,3,14,1,1,3,4,1,0,3.25,3,2,3,2,4,1,1,2,2,2,3,3,2,3,4,2
11480101,1148,18.94231830681818,3,13.58,1,1,2,1,1,4,2.5,2,2,4,2,3,2,1,3,3,3,2,2,2,3,3,2
11480102,1148,18.94231830681818,3,13.67,1,1,3.5,2,1,3,2.75,2,3,4,4,3,1,1,2,2,3,3,1,1,1,2,1
11480103,1148,18.94231830681818,3,13.75,1,1,3,2,1,2,3,3,4,2,4,4,4,1,3,2,3,4,3,3,4,4,1
11480104,1148,18.94231830681818,3,12.92,1,1,2,4,1,3,3.25,1,1,4,1,4,4,1,4,4,4,1,1,1,1,4,1
11480105,1148,18.94231830681818,2,13.42,1,1,3.5,1,1,2,3.25,2,2,3,3,3,1,1,3,2,2,3,3,2,2,2,2
11480106,1148,18.94231830681818,1,12,1,1,4.5,1,1,3,3.25,2,2,3,2,3,4,1,3,2,2,2,2,2,2,3,2
11480107,1148,18.94231830681818,2,12.17,1,1,4,2,1,1,2.5,3,3,2,3,4,1,1,2,2,2,3,3,3,3,2,3
11480108,1148,18.94231830681818,2,13.42,1,1,2.5,2,1,0,3.25,3,3,4,2,2,2,1,4,4,4,3,2,2,3,4,2
11480109,1148,18.94231830681818,3,13.58,1,1,3.5,3,1,3,3.5,2,2,2,2,4,1,1,2,3,3,2,2,2,3,3,2
11480110,1148,18.94231830681818,3,12.92,1,1,4,2,1,4,3,2,2,2,4,3,2,2,3,3,3,3,3,3,3,3,3
11480111,1148,18.94231830681818,2,13.08,1,1,3.5,2,1,4,2.75,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3
11480112,1148,18.94231830681818,1,13.67,1,1,5,2,2,1,2.75,2,3,4,3,3,2,3,4,3,3,3,3,2,3,4,2
11480113,1148,18.94231830681818,2,13.5,1,1,3,2,1,1,3.25,2,3,2,3,3,2,2,3,2,3,2,2,2,3,3,2
11480114,1148,18.94231830681818,3,12.25,1,1,1,2,1,1,3,1,2,3,2,3,3,1,2,2,3,2,2,2,2,3,2
11480115,1148,18.94231830681818,2,13.58,1,1,3.5,3,5,2,3,2,3,2,4,2,2,2,4,4,4,3,4,3,4,4,3
11480116,1148,18.94231830681818,3,14.83,1,1,3.5,1,1,2,3.25,3,3,2,3,4,1,3,3,1,4,1,1,1,1,4,1
11480117,1148,18.94231830681818,3,12.08,1,1,3,1,1,2,2.5,3,3,2,3,2,2,2,2,1,1,2,3,4,3,3,4
11480118,1148,18.94231830681818,2,13.25,1,1,4.5,1,1,2,2.5,2,3,2,4,4,1,3,2,2,2,2,4,4,2,4,4
11480119,1148,18.94231830681818,2,13.83,1,1,3,3,1,3,3.25,2,2,3,2,4,1,1,3,3,4,2,1,1,1,4,1
11480120,1148,18.94231830681818,2,12.08,1,1,4,1,1,2,2.25,2,3,4,3,3,3,1,3,3,3,2,2,2,3,3,2
11490101,1149,11.67770113636364,3,13,0,4,3,2,1,1,2.75,3,2,3,2,4,1,1,3,3,3,2,2,2,2,2,2
11490102,1149,11.67770113636364,3,13,0,1,1,1,1,4,3.25,3,1,1,2,4,1,1,3,3,3,3,3,3,3,4,2
11490103,1149,11.67770113636364,2,13.58,0,1,4,1,1,0,3.5,2,3,3,4,1,1,1,1,1,1,4,4,4,4,1,4
11490104,1149,11.67770113636364,,13,0,1,,,1,0,,,3,,,,,,,,,,,,,,
11490105,1149,11.67770113636364,2,12.83,0,1,,1,1,1,2,2,2,4,2,4,3,1,4,4,4,2,3,3,2,4,3
11490106,1149,11.67770113636364,1,13.5,0,1,2,2,1,0,2.25,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2
11490107,1149,11.67770113636364,3,12.75,0,1,3,2,1,0,3.5,3,4,3,3,2,2,2,3,3,3,3,3,3,3,3,3
11490108,1149,11.67770113636364,,13.83,0,1,,,1,2,,,,,,,,,,,,,,,,,
11490109,1149,11.67770113636364,3,12.17,0,1,1,2,1,4,2.75,1,2,,3,4,4,1,3,3,3,3,3,3,3,3,3
11490110,1149,11.67770113636364,2,13.25,0,1,2,2,5,1,3.5,1,2,3,1,1,3,1,4,4,4,1,4,2,1,4,1
11490111,1149,11.67770113636364,3,12,0,1,4,3,1,2,3.25,2,3,3,2,1,1,1,3,3,3,3,3,2,1,4,3
11490112,1149,11.67770113636364,3,13.67,0,1,3,1,1,2,2.5,2,2,3,2,4,1,1,3,2,3,2,2,2,2,3,2
11490113,1149,11.67770113636364,3,13.58,0,1,2,,1,0,3.25,3,4,4,4,,,,4,4,4,4,4,4,4,4,4
11490114,1149,11.67770113636364,1,13.42,0,1,4,4,1,3,2.75,1,3,2,4,3,2,3,3,3,3,3,3,3,3,3,3
11490115,1149,11.67770113636364,1,13.33,0,1,1,4,1,2,3.25,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
11490116,1149,11.67770113636364,,12.75,0,1,,,3,,,,,,,,,,,,,,,,,,
11490117,1149,11.67770113636364,1,13,0,1,2.5,1,1,4,2.75,3,3,2,3,2,2,2,4,4,4,,3,3,3,3,2
11490118,1149,11.67770113636364,3,13.58,0,1,3,1,1,1,3,2,3,2,3,2,2,2,2,2,1,2,2,2,3,2,1
11500101,1150,21.23218445454545,2,13.25,0,1,4,2,1,2,3.25,2,4,4,1,3,2,1,3,3,3,3,1,3,1,3,2
11500102,1150,21.23218445454545,2,13,0,1,4,3,1,0,3.25,2,4,4,4,3,3,3,4,,3,2,3,3,4,4,4
11500103,1150,21.23218445454545,2,12.92,0,1,5,3,1,4,2.5,2,3,3,2,3,3,2,3,2,3,3,3,3,2,2,3
11500104,1150,21.23218445454545,1,13,0,1,3.5,3,1,4,3,3,2,4,3,3,2,2,4,3,4,3,2,3,4,3,1
11500105,1150,21.23218445454545,3,13.42,0,1,3,2,1,3,3.25,3,3,3,3,2,3,1,4,3,4,3,4,3,2,4,4
11500106,1150,21.23218445454545,3,12,0,1,2,3,1,4,3.25,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4
11510101,1151,25.4570065520362,2,12.67,1,1,4.5,1,1,3,2.75,2,2,3,3,4,1,1,2,2,2,3,3,2,3,3,2
11510102,1151,25.4570065520362,2,13.33,0,1,3,1,1,3,2.75,2,2,3,2,4,1,1,3,2,3,2,2,2,2,3,2
11510103,1151,25.4570065520362,1,13.5,0,1,5,,1,3,3,,2,3,4,3,,,4,,,4,4,,4,,4
11510104,1151,25.4570065520362,3,13.75,1,1,3,1,1,1,3,3,2,4,3,4,2,1,3,3,4,2,2,2,2,4,3
11510106,1151,25.4570065520362,2,13.08,1,1,4,3,1,3,2.25,2,2,3,3,3,2,2,3,3,2,3,3,2,3,2,3
11510107,1151,25.4570065520362,2,12.92,0,1,3,2,1,4,2.75,2,2,3,3,2,2,1,3,2,3,2,3,3,2,3,2
11510108,1151,25.4570065520362,2,13.58,0,1,4.5,1,1,4,3.5,2,2,3,1,4,1,1,4,3,3,1,1,1,4,1,2
11510109,1151,25.4570065520362,3,13.67,1,1,4,2,1,4,2.5,3,3,2,3,1,2,2,1,1,2,4,3,3,4,4,3
11510110,1151,25.4570065520362,2,13.25,1,1,3,1,1,2,2.6666667,2,3,3,3,1,3,3,4,2,2,2,3,3,4,,3
11510111,1151,25.4570065520362,1,13.83,0,1,4.5,3,1,2,,2,3,3,,3,3,1,,,,,,,,,
11510112,1151,25.4570065520362,3,13.83,0,1,3.5,1,1,2,2.5,2,2,3,3,4,,2,4,4,4,1,1,3,4,3,2
11510113,1151,25.4570065520362,,12.75,1,1,,1,1,2,3.3333333,,2,1,,2,3,1,,,,,,,,,
11510114,1151,25.4570065520362,3,12.83,0,1,3.5,,1,0,2,2,3,4,1,,,,1,1,1,1,3,3,1,3,1
11510115,1151,25.4570065520362,3,13.58,1,1,5,4,1,3,3.75,3,3,3,4,2,4,4,4,4,4,4,4,4,4,3,4
11510116,1151,25.4570065520362,,13.33,1,1,,,1,0,,,,,,,,,,,,,,,,,
11510117,1151,25.4570065520362,3,13.67,0,1,4,2,5,3,2.75,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,2
11510120,1151,25.4570065520362,3,12.92,1,1,5,2,1,4,3.25,2,1,3,1,4,3,1,2,1,2,1,2,1,1,4,4
11520101,1152,14.16237463846154,2,13.08,0,1,4,1,1,4,2.75,2,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2
11520102,1152,14.16237463846154,2,13.5,0,1,3.5,1,4,2,2.75,3,3,2,3,4,1,1,2,1,2,3,3,2,3,4,2
11520103,1152,14.16237463846154,2,13.25,0,1,5,4,1,4,2.25,2,1,3,4,4,4,1,3,3,3,3,3,3,3,3,2
11520104,1152,14.16237463846154,3,13,0,1,4,1,1,1,2.75,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2
11520105,1152,14.16237463846154,3,12.83,0,1,4.5,2,1,4,3.25,2,3,3,4,1,3,2,1,1,1,4,4,4,4,4,4
11520106,1152,14.16237463846154,3,13.5,0,1,4,1,1,1,1.75,2,1,3,3,4,1,1,2,1,1,3,3,3,3,4,3
11520107,1152,14.16237463846154,2,12.92,0,1,3.5,1,1,1,2.5,2,3,3,2,3,3,1,1,1,1,4,1,1,4,4,2
11520108,1152,14.16237463846154,3,12.92,0,1,4.5,2,,4,1.25,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1
11520109,1152,14.16237463846154,3,13.58,0,1,5,1,1,4,3.5,3,2,3,2,4,1,1,2,2,3,2,3,1,3,3,1
11520110,1152,14.16237463846154,1,12.58,0,1,4.5,2,1,0,2,2,3,3,2,3,1,1,3,1,2,4,4,4,4,4,4
11520111,1152,14.16237463846154,2,13.42,0,1,4.5,1,1,4,3,2,2,3,2,4,2,1,3,2,3,2,3,1,2,4,2
11520112,1152,14.16237463846154,2,13.25,0,1,3,4,1,2,3.5,3,3,4,3,3,4,3,4,2,4,3,3,3,4,4,3
11520113,1152,14.16237463846154,2,13.83,0,1,4.5,1,1,4,2.5,3,1,2,4,4,2,1,1,1,3,3,4,4,3,4,2
11520114,1152,14.16237463846154,2,12.5,0,1,5,1,1,1,2.75,2,4,3,4,3,3,2,3,1,2,3,2,2,4,4,2
11520115,1152,14.16237463846154,3,13.67,0,1,5,1,1,1,2.75,1,2,3,2,4,1,1,2,2,3,1,1,1,1,3,2
11520116,1152,14.16237463846154,3,12.67,0,1,5,2,1,4,1.75,3,3,2,1,2,2,2,1,1,1,1,1,1,1,1,1
11520117,1152,14.16237463846154,1,13.67,0,1,4,1,1,1,3.25,3,4,4,4,3,1,1,1,1,1,3,1,1,3,4,1
11520118,1152,14.16237463846154,1,13.83,0,1,5,1,1,3,2.5,2,2,3,2,2,1,1,2,2,2,2,2,2,1,2,1
11520119,1152,14.16237463846154,1,13.58,0,1,4,1,5,1,2.5,2,4,2,4,1,2,3,3,3,2,4,4,4,4,4,4
11520120,1152,14.16237463846154,2,12.83,0,1,4.5,1,1,2,2.75,3,2,3,2,2,2,2,2,2,3,2,2,2,2,3,2
11530101,1153,10.97610621862348,1,12.08,1,1,3,1,1,1,,3,4,1,,3,2,2,,,,,,,,,
11530102,1153,10.97610621862348,1,13.5,1,1,5,1,1,2,3,2,2,3,3,1,3,2,2,2,2,2,3,2,2,3,4
11530103,1153,10.97610621862348,1,13.25,1,1,4,1,1,0,2.75,2,3,2,3,2,2,3,1,1,1,3,4,4,4,3,3
11530104,1153,10.97610621862348,2,13.17,1,1,2.5,2,5,2,2.75,2,2,2,2,2,3,1,3,3,3,3,3,2,2,3,2
11530105,1153,10.97610621862348,1,12.08,1,1,5,4,5,3,2,3,3,4,4,4,1,3,1,1,3,2,1,3,4,4,1
11530107,1153,10.97610621862348,2,13.67,1,1,1,4,1,1,2.75,2,1,4,2,4,4,1,3,2,3,2,2,2,2,3,3
11530108,1153,10.97610621862348,1,13.58,1,1,4,1,1,1,2.5,1,2,3,3,3,2,1,2,2,3,3,2,3,2,3,2
11530109,1153,10.97610621862348,3,13.58,1,1,3.5,2,1,2,3.25,3,1,1,2,4,1,4,4,4,4,3,2,2,2,4,4
11530110,1153,10.97610621862348,,12.83,1,1,,,1,1,,,,,,,,,,,,,,,,,
11530111,1153,10.97610621862348,3,13.25,1,1,3,2,1,2,2.5,2,2,4,2,1,1,2,4,3,4,2,4,3,4,4,4
11530112,1153,10.97610621862348,2,14,1,1,4,3,1,,3.5,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3
11530113,1153,10.97610621862348,1,12.17,1,1,3,3,1,1,3,3,3,1,4,1,3,3,2,1,1,4,4,4,4,4,3
11530114,1153,10.97610621862348,2,13.25,1,1,2,2,1,2,4,2,1,3,2,4,2,2,3,3,4,1,2,1,3,2,2
11530115,1153,10.97610621862348,1,13.08,1,1,5,4,1,0,3,3,3,3,4,3,4,2,3,2,1,3,3,4,4,4,3
11530116,1153,10.97610621862348,3,14.33,1,1,2,4,1,2,2.75,1,2,3,3,2,4,1,3,3,3,2,3,3,2,3,3
11530117,1153,10.97610621862348,3,14.17,1,1,1,4,1,2,3,2,4,2,4,4,2,4,3,2,3,4,4,4,4,4,2
11530118,1153,10.97610621862348,2,13.5,1,1,2.5,2,1,1,2.75,2,3,3,2,2,2,1,3,3,3,4,4,3,3,4,2
11530119,1153,10.97610621862348,2,12.75,1,1,5,2,5,1,2.75,2,1,1,3,2,2,2,3,3,3,3,3,3,3,3,3
11530120,1153,10.97610621862348,,13.25,1,1,3,2,1,2,2,,4,3,,1,1,2,2,2,2,1,2,2,4,4,4
11540101,1154,19.91302546153846,2,12.92,1,1,4.5,1,1,2,3.5,2,3,2,4,3,2,2,2,2,2,3,3,3,3,4,4
11540102,1154,19.91302546153846,2,14.67,1,1,1.5,2,1,2,2.75,3,3,2,3,4,4,2,2,2,4,4,4,4,4,3,3
11540103,1154,19.91302546153846,2,13.83,1,1,2.5,2,1,1,3,3,2,4,2,2,1,2,1,1,3,4,3,1,3,4,2
11540104,1154,19.91302546153846,3,13.5,1,1,5,1,1,1,3.25,3,1,4,1,4,1,1,3,3,4,2,1,1,1,3,1
11540105,1154,19.91302546153846,3,14.25,1,1,2,1,1,2,3.25,2,4,3,2,1,1,4,4,3,3,2,3,2,3,3,1
11540106,1154,19.91302546153846,2,13.5,1,1,3.5,1,5,3,3.25,1,2,3,3,2,4,3,2,2,3,3,2,2,3,3,2
11540107,1154,19.91302546153846,1,13.42,1,1,4,1,1,1,2,2,3,2,3,4,1,2,2,2,1,4,4,4,4,3,4
11540108,1154,19.91302546153846,2,15.67,1,1,1.5,2,1,2,2.75,3,3,2,3,1,2,2,1,1,1,4,4,3,3,3,1
11540109,1154,19.91302546153846,3,13.08,1,1,1.5,1,1,2,2.5,2,2,3,3,4,1,1,1,1,2,3,3,3,2,4,3
11540110,1154,19.91302546153846,2,16.42,0,1,2,3,,2,3.25,2,3,2,1,2,2,3,3,2,3,2,4,2,,3,2
11540112,1154,19.91302546153846,2,14.83,0,1,3,1,1,2,3.25,2,2,3,2,3,2,1,3,3,3,2,2,2,2,2,2
11540113,1154,19.91302546153846,3,13.5,0,1,2.5,1,1,4,2.75,3,2,3,3,3,4,1,3,3,3,2,2,2,2,3,3
11540116,1154,19.91302546153846,3,13.58,0,1,5,4,1,1,3,2,2,3,1,4,1,1,3,2,3,3,2,2,2,3,2
11540118,1154,19.91302546153846,3,12.92,0,1,3,3,1,4,2.5,3,2,3,3,4,3,3,3,4,3,2,2,2,3,3,
11540119,1154,19.91302546153846,1,13.75,0,1,,,1,3,2.75,2,2,3,3,,,,4,3,3,2,3,2,2,3,2
11540120,1154,19.91302546153846,3,16.5,0,1,1,4,1,3,3.25,1,1,4,1,4,4,4,1,1,1,3,,4,4,4,1
11560101,1156,24.83820485829959,2,13.75,1,1,5,1,1,3,3.5,2,1,3,1,4,2,1,2,2,3,3,3,2,3,3,2
11560102,1156,24.83820485829959,,16.58,0,3,3.5,1,1,0,3.25,3,4,4,,1,,1,4,4,4,4,4,4,4,4,4
11560103,1156,24.83820485829959,1,16.5,0,1,2,1,1,4,3,3,2,2,4,3,1,2,,4,4,4,4,4,,,4
11560104,1156,24.83820485829959,1,13.25,1,1,4.5,1,1,4,2.75,2,3,2,3,2,2,2,2,2,2,3,3,3,3,3,2
11560105,1156,24.83820485829959,2,13.67,1,1,5,3,1,4,2.75,3,3,4,3,3,,2,4,3,4,4,4,4,4,4,3
11560106,1156,24.83820485829959,2,13.42,1,1,5,3,1,3,3.25,3,4,2,3,2,3,3,4,3,4,3,4,3,4,4,3
11560107,1156,24.83820485829959,3,12.5,1,1,5,1,1,4,3.25,2,4,4,3,2,3,3,4,3,4,3,3,3,3,4,3
11560108,1156,24.83820485829959,1,12.92,1,1,3,1,1,2,2.25,3,3,3,2,4,1,1,3,3,3,1,1,1,1,2,2
11560109,1156,24.83820485829959,1,13.08,1,1,4.5,2,1,4,3,2,2,1,3,2,2,1,2,2,1,4,4,4,4,4,4
11560111,1156,24.83820485829959,1,13.58,0,1,3.5,1,1,0,2.5,3,4,2,3,3,1,2,4,1,1,4,4,3,4,3,2
11560112,1156,24.83820485829959,1,13.75,0,1,3.5,1,1,0,3.5,1,4,4,3,2,1,2,3,3,3,3,3,3,3,3,3
11560113,1156,24.83820485829959,3,13.25,1,1,5,2,1,1,3.25,2,3,3,2,3,2,2,2,2,2,4,3,3,4,4,4
11560114,1156,24.83820485829959,3,13.33,1,1,5,3,,3,3.25,3,2,2,4,3,3,3,2,2,2,2,2,2,2,2,2
11560115,1156,24.83820485829959,2,13.67,1,1,5,2,1,4,3.25,2,3,4,4,3,3,2,2,2,2,3,3,3,3,4,3
11560116,1156,24.83820485829959,1,13.5,0,1,5,1,1,1,2,3,3,3,3,2,1,2,3,1,2,3,3,4,3,4,3
11560117,1156,24.83820485829959,3,16.5,0,1,3.5,1,2,0,3.25,3,4,4,4,1,1,1,4,4,4,4,,,4,,4
11560118,1156,24.83820485829959,,13.17,1,1,5,1,1,3,3.5,,2,4,2,4,2,2,2,2,2,3,,3,,,
11560119,1156,24.83820485829959,2,12.75,1,1,5,1,1,1,3.25,1,1,4,2,3,1,1,2,1,2,3,3,2,3,3,2
11560120,1156,24.83820485829959,3,15.33,0,1,3.5,1,1,2,2.5,3,3,2,4,2,1,1,2,2,3,4,3,2,3,4,2
11570101,1157,17.30769444444445,3,12.92,0,1,3,1,2,2,3.5,2,1,4,1,2,4,1,4,4,4,1,1,1,1,4,1
11570103,1157,17.30769444444445,3,15.42,0,1,3,1,4,1,3.5,2,4,4,4,1,2,1,4,4,4,3,2,3,4,3,3
11570104,1157,17.30769444444445,2,14.42,0,1,4,2,1,2,2.75,3,3,3,3,3,2,1,3,2,3,3,1,1,2,4,2
11570105,1157,17.30769444444445,3,14.5,0,1,4.5,1,1,3,3.5,1,1,3,1,4,1,1,3,1,2,,3,2,2,2,2
11570106,1157,17.30769444444445,,13.83,0,1,5,1,1,1,3,,4,2,3,1,1,2,4,4,4,4,4,,4,4,4
11570107,1157,17.30769444444445,2,12.17,0,1,3,2,1,4,3.5,2,2,2,2,2,1,1,3,3,3,3,2,2,3,3,2
11570108,1157,17.30769444444445,,14.08,0,1,1.5,,2,0,,,,3,3,3,,,,,,,,,,,
11570109,1157,17.30769444444445,2,13.25,0,1,,2,,2,2.5,2,3,3,3,1,3,2,3,2,3,2,2,2,2,3,2
11570111,1157,17.30769444444445,2,15.33,0,1,1,2,1,3,3,3,3,2,3,4,3,2,4,4,3,4,4,4,3,3,3
11570112,1157,17.30769444444445,2,13.42,0,1,3,,1,,2.75,2,3,2,2,,,,3,4,4,1,2,2,2,,3
11570113,1157,17.30769444444445,2,13.58,1,1,4.5,2,1,1,2.25,2,3,2,2,2,4,2,3,3,3,2,3,3,1,3,2
11570114,1157,17.30769444444445,1,14.83,1,4,2,2,1,2,3,2,3,2,3,2,2,1,2,2,2,3,3,3,2,3,4
11570115,1157,17.30769444444445,3,13,1,1,4,3,1,1,2.25,1,3,4,4,1,1,2,3,3,4,4,3,3,3,4,4
11570116,1157,17.30769444444445,3,12,1,1,1,2,1,4,3.25,1,1,4,1,4,3,2,4,4,4,2,1,1,4,1,1
11570117,1157,17.30769444444445,3,15.33,1,1,5,2,1,1,2.75,3,2,1,4,4,2,2,3,2,2,4,4,4,4,4,4
11570118,1157,17.30769444444445,3,13.58,1,1,5,4,,4,3.5,3,2,3,3,4,4,4,,,,,,,,,
11570119,1157,17.30769444444445,3,12.83,1,1,5,1,2,0,2.25,1,2,4,4,1,4,1,2,1,1,4,4,4,4,4,4
11570120,1157,17.30769444444445,3,13.42,1,1,1.5,2,1,2,3.25,3,3,3,3,2,2,3,3,3,4,3,3,3,3,4,2
11580102,1158,5.314480452488687,1,12.83,0,1,4.5,1,1,1,2.75,3,3,2,3,3,2,1,1,1,1,3,3,3,1,4,4
11580104,1158,5.314480452488687,2,13.83,0,1,5,2,1,1,3.5,2,1,4,2,3,2,1,3,2,2,3,3,2,3,3,2
11580105,1158,5.314480452488687,3,13.42,0,1,5,1,1,1,2.75,2,2,3,3,3,3,1,4,2,4,3,2,1,2,3,2
11580106,1158,5.314480452488687,3,13.5,0,1,3,1,1,2,3,3,2,3,2,2,3,1,2,2,3,3,1,1,3,4,2
11580107,1158,5.314480452488687,3,13.67,0,1,5,4,1,2,3.25,3,2,3,2,4,2,1,4,4,3,4,4,4,4,4,2
11580108,1158,5.314480452488687,3,13.42,0,1,4.5,1,5,3,3.25,,2,3,2,4,2,2,3,3,2,2,2,2,2,3,2
11580109,1158,5.314480452488687,2,12.75,1,1,5,1,1,4,2,2,3,2,4,2,1,3,3,4,2,2,3,2,2,2,1
11580110,1158,5.314480452488687,2,14.25,1,1,5,2,1,1,3.5,3,1,3,2,4,2,1,3,2,2,2,3,2,2,2,4
11580111,1158,5.314480452488687,1,14.83,1,1,2,1,1,1,3,3,3,2,4,3,2,1,2,2,2,3,2,2,3,4,2
11580112,1158,5.314480452488687,3,12.17,1,1,3,1,1,3,3,2,3,2,3,1,2,2,4,4,4,3,2,3,4,3,2
11580113,1158,5.314480452488687,1,13.75,1,1,5,1,1,1,2.75,3,3,2,4,1,2,3,1,1,1,1,3,4,2,4,4
11580114,1158,5.314480452488687,1,13.5,1,1,5,1,1,2,3,2,2,3,4,4,2,1,2,1,1,4,4,4,4,4,4
11580115,1158,5.314480452488687,2,13.33,1,1,4.5,1,1,3,2.75,3,2,2,3,2,3,1,3,3,4,3,2,2,3,4,2
11580116,1158,5.314480452488687,2,12.42,1,1,5,1,1,1,2.75,2,3,3,2,2,2,1,3,3,3,2,2,2,2,3,2
